id,question 1,question 2,label
785,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì hủy bỏ như thế nào?,0
786,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,Giấy khai sinh và một số giấy tờ cá nhân khác không có sai sót thì chỉnh sửa như thế nào?,0
787,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,Chỉnh sửa giấy khai sinh và một số giất tờ cá nhân khác khi có sai sót,1
788,Trường hợp nào không được cấp hộ chiếu?,Trường hợp được cấp hộ chiếu?,0
789,Trường hợp nào không được cấp hộ chiếu?,Trường hợp được cấp hộ khẩu?,0
790,Trường hợp nào không được cấp hộ chiếu?,Hộ chiếu được cấp cho ai?,0
791,Trường hợp nào không được cấp hộ chiếu?,Hộ chiếu được cấp cho trường hợp nào?,1
792,Cá độ bóng đá qua mạng bị phạt như thế nào?,Cá độ bóng đá qua Internet bị phạt như thế nào?,1
793,Cá độ bóng đá qua mạng bị phạt như thế nào?,Cá độ qua mạng bị phạt như thế nào?,1
794,Cá độ bóng đá qua mạng bị phạt như thế nào?,Không cá độ bị phạt thế nào?,0
795,Lấy lại nhà sau khi vượt biên phải làm thế nào?,Bán nhà sau khi vượt biên?,0
796,Lấy lại nhà sau khi vượt biên phải làm thế nào?,Sau khi vượt biên cướp nhà như thế nào?,0
797,Lấy lại nhà sau khi vượt biên phải làm thế nào?,Nhận lại nhà sau khi vượt biên,1
798,Bác ruột làm giám hộ cho cháu phải có những điều kiện gì?,Điều kiện làm người giám hộ,1
799,Thời gian tạm giữ xe khi vi phạm vượt quá nồng độ cồn,Khi lái xe vi phạm vượt quá nồng độ cồn thì bị tạm giữ xe trong bao lâu?,1
800,"Ai có thẩm quyền phê duyệt phương án phòng cháy, chữa cháy?","Người nào có thẩm quyền phê duyệt phương án phòng cháy, chữa cháy",1
